Unnamed: 0;date;ticker;sector;title;content;sentiment
10;13/06/24 18:35;AC;Hôtellerie Restauration Tourisme;Accor et LVMH : partenariat stratégique pour accélérer le développement d’Orient Express;Accor et LVMH ont conclu un partenariat stratégique en vue d’accélérer le développement d’Orient Express. Selon les termes des accords signés jeudi 13 juin, le groupe de luxe s’associe à Accor au travers d’un investissement stratégique dans la marque Orient Express, la société opérant les futurs hôtels et trains ainsi que dans l’entité propriétaire des deux voiliers. Le premier voilier est actuellement en construction aux Chantiers de l’Atlantique et les deux groupes poursuivront ensemble la recherche d’un troisième partenaire pour cette nouvelle activité.LVMH apporte son savoir-faire dans les produits et services de haute qualité illustré notamment, dans l'univers du voyage, par le train Venise Simplon-Orient-Express et les cinq autres trains aussi exploités par Belmond à travers le monde.;positive
11;13/06/24 18:08;AC;Hôtellerie Restauration Tourisme;Accor: signe un partenariat stratégique avec LVMH;Accor et LVMH ont conclu un partenariat stratégique en vue d'accélérer le développement d'Orient Express.' La renaissance d'un train historique et la mise à l'eau du premier voilier Orient Express en 2026 seront les prochaines étapes de ce nouvel élan. Parallèlement à ces lancements, Orient Express ouvrira ses premiers hôtels à Rome et Venise ' indique le groupe. Selon les termes des accords signés ce jour, LVMH s'associe à Accor au travers d'un investissement stratégique dans la marque Orient Express, la société opérant les futurs hôtels et trains ainsi que dans l'entité propriétaire des deux voiliers. Le premier voilier est actuellement en construction aux Chantiers de l'Atlantique et les deux groupes poursuivront ensemble la recherche d'un troisième partenaire pour cette nouvelle activité.Sébastien Bazin, Président-directeur général du Groupe Accor a déclaré : ' Aujourd'hui, avec LVMH, Orient Express ouvre un nouveau chapitre de cette formidable aventure avec l'ambition d'explorer de nouveaux horizons et d'incarner, l'audace et la passion créative qui nous animent '.;positive
12;11/06/24 12:46;AC;Hôtellerie Restauration Tourisme;Accor: BlackRock détient plus de 5% du capital;La société BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en hausse, le 7 juin 2024, le seuil de 5% du capital de la société Accor et détenir 5,71% du capital et 4,84% des droits de vote de cette société. Ce franchissement de seuil résulte d'une acquisition d'actions Accor hors et sur le marché et d'une augmentation du nombre d'actions Accor détenues à titre de collatéral.;positive
13;07/06/24 13:00;AC;Hôtellerie Restauration Tourisme;Accor: Rubyrock Capital Co. sous les 5% des votes;La société Rubyrock Capital Co. a déclaré avoir franchi en baisse, le 5 juin 2024, le seuil de 5% des droits de vote de la société Accor et détenir 3,23% du capital et 2,74% des droits de vote de cette société.Ce franchissement de seuil résulte d'une perte de droits de vote double suite à la conversion d'actions Accor du nominatif au porteur.;negative
14;05/06/24 13:57;AC;Hôtellerie Restauration Tourisme;Accor: BlackRock dépasse les 5% du capital;BlackRock, agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF avoir franchi en hausse, le 3 juin, le seuil de 5% du capital d'Accor, au résultat d'une augmentation du nombre d'actions détenues à titre de collatéral. Le mastodonte américain de la gestion d'actifs a précisé détenir, pour le compte desdits clients et fonds, 13.404.629 actions Accor représentant autant de droits de vote, soit 5,53% du capital et 4,69% des droits de vote de la chaine hôtelière.;positive
15;05/06/24 10:42;AC;Hôtellerie Restauration Tourisme;Accor: une nouvelle collaboration avec Amadeus;Accor annonce une nouvelle collaboration avec la plateforme espagnole Amadeus, renforçant leur partenariat stratégique pour déployer le système central de réservation d'Amadeus (ACRS) sur l'ensemble du portefeuille hôtelier du groupe français. 'La technologie d'Amadeus, basée sur le cloud, permettra à Accor, un des leaders mondiaux de l'hospitalité, d'augmenter ses revenus, d'optimiser ses stratégies de distribution et de personnaliser toujours plus ses relations avec ses clients', affirme-t-il.Amadeus fournira une plateforme technologique incluant notamment des solutions cloud, de connectivité et une expérience utilisateur améliorée. Les hôtels gagneront ainsi en agilité et en simplicité dans la promotion de leurs offres.;positive
16;29/05/24 18:14;AC;Hôtellerie Restauration Tourisme;Accor ouvre son 700e hôtel en Chine;"Accor Grande Chine annonce avoir atteint 700 hôtels dans le pays, avec l’inauguration du Sofitel Shanghai North Bund, qui compte 25 étages, estampillé Sofitel Hotels & Resorts, alors que 2024 marquera le 60ème anniversaire de Sofitel, "" Accor continue de contribuer au développement de l’industrie hôtelière chinoise, avec créativité et engagement, et en concluant des partenariats porteurs d’une vision ambitieuse et permettant de concrétiser de nouveaux projets "", déclare Gary Rosen, directeur général de la filiale chinoise.Ces deux dernières années, Accor Grande Chine a ouvert en moyenne plus d'un hôtel par semaine. En 2024, la filiale maintient son rythme d'expansion avec 103 ouvertures prévues d'ici la fin de l'année, pour un total d'environ 14 700 nouvelles clés. Son pipeline ne montre aucun signe de ralentissement: avec près de 150 nouveaux projets signés pour la seule année 2023, le groupe se dit "" bien parti "" pour dépasser ce chiffre en 2024."" Sur les dix prochaines années, le marché chinois du voyage et du tourisme deviendra le plus important du monde "", affirme le groupe hôtelier, qui se dit ""prêt à accompagner cette croissance, ayant développé une solide réputation de partenaire de confiance et un fort réseau de marques et d'hôtels d'une grande diversité à travers la Chine"".";positive
17;29/05/24 16:45;AC;Hôtellerie Restauration Tourisme;Accor: 700ème hôtel en Chine avec un Sofitel à Shanghai;Accor a annoncé mercredi avoir atteint la barre symboliques des 700 hôtels en Grande Chine avec l'inauguration d'un nouveau Sofitel à Shanghai.Le groupe hôtelier français, qui a ouvert en moyenne plus d'un hôtelpar semaine en Chine ces deux dernières années, prévoit de maintenir ce rythme avec 103 ouvertures prévues d'ici la fin de l'année.L'inauguration du Sofitel Shanghai North Bund, un spectaculaire édifice de 25 étages lancé en partenariat avec Radiance Group, intervient alors que la marque de luxe fête cette année le 60ème anniversaire de son existence.Accor rappelle par ailleurs que 2024 a été désignée 'année de la culture et du tourisme entre la Chine et la France', avec l'objectif de célébrer les 60 ans de relations diplomatiques entre les deux pays.;positive
18;28/05/24 17:31;AC;Hôtellerie Restauration Tourisme;Accor: BlackRock sous les 5% du capital;La société BlackRock a déclaré à l'AMF avoir franchi en baisse, le 27 mai 2024, le seuil de 5% du capital de la société Accor et détenir, pour le compte desdits clients et fonds, 4,95% du capital et 4,20% des droits de vote de cette société. Ce franchissement de seuil résulte d'une diminution du nombre d'actions Accor détenues à titre de collatéral.;negative
19;20/05/24 17:30;AC;Hôtellerie Restauration Tourisme;Accor: en vert, un analyste en soutien;Accor gagne plus de 1% à Paris alors que Jefferies a réaffirmé sa recommandation 'achat' et son objectif de cours de 47 euros sur le titre, après un premier trimestre jugé 'solide' pour la chaine hôtelière française et suggérant qu'il n'y a pas de fissure dans la demande de voyages.Dans le résumé de sa note, le broker continue de voir une dynamique favorable pour Accor, 'compte tenu de la trajectoire claire de croissance et de rentabilité, et de la clarté concernant les retours aux actionnaires'. Jefferies s'attend aussi à ce que l'écart de valorisation par rapport à Intercontinental Hotels se réduise, notant que l'action Accor se négocie avec une décote de 15% par rapport à son pair britannique sur le P/E 2025, contre une prime historique de 14%.;positive
20;20/05/24 14:50;AC;Hôtellerie Restauration Tourisme;Accor: Jefferies reste à achat après un trimestre 'solide';Jefferies réaffirme sa recommandation 'achat' et son objectif de cours de 47 euros sur Accor, après un premier trimestre jugé 'solide' pour la chaine hôtelière française et suggérant qu'il n'y a pas de fissure dans la demande de voyages.Dans le résumé de sa note, le broker continue de voir une dynamique favorable pour Accor, 'compte tenu de la trajectoire claire de croissance et de rentabilité, et de la clarté concernant les retours aux actionnaires'. Jefferies s'attend aussi à ce que l'écart de valorisation par rapport à Intercontinental Hotels se réduise, notant que l'action Accor se négocie avec une décote de 15% par rapport à son pair britannique sur le P/E 2025, contre une prime historique de 14%.;positive
21;09/05/24 17:30;AC;Hôtellerie Restauration Tourisme;Accor : -3% sous 40,3E, support des 39,2E à préserver;A contrecourant d'un CAC40 qui va tutoyer ses records, Accor chute de -3% sous 40,3E et enfonce son support oblique court terme qui gravite vers 40,85E.Il ne faudrait pas que le titre en vienne à s'enfoncer sous 39,1/39,25E, le plancher du 4 mars et 16 avril car il filerait tout vers le re-test du support des 36,25E du 1er mars.;negative
22;06/05/24 16:02;AC;Hôtellerie Restauration Tourisme;Accor: un programme de fidélité pour agents de voyage;Le géant hôtelier français Accor annonce le lancement de HERA, Accor Travel Advisor Program, le nouveau programme mondial de fidélité et de récompenses exclusivement réservé aux agents de voyage.D'ores et déjà disponible à l'adresse HERA.Accor.com, il 'propose encore plus de marques et de fonctionnalités, et une expérience numérique facilitée par des outils intuitifs et efficaces : réservations, suivi des réservations et de l'activité'. 'Ce nouveau programme permet aux agents de voyage d'améliorer leur productivité, leurs performances et la satisfaction de leurs clients, tout en se voyant généreusement récompensés pour leurs réservations', poursuit Accor.;positive
23;25/04/24 18:17;AC;Hôtellerie Restauration Tourisme;Accor : chiffre d'affaires en hausse de 8% au premier trimestre;"Pour le premier trimestre 2024, le groupe Accor enregistre un chiffre d’affaires de 1,23 milliard d’euros, en hausse de 8% à périmètre et change constants (pcc) par rapport au premier trimestre 2023. Cette augmentation se décline en une hausse de 6% pour la division Premium, Milieu de Gamme et Économique et de 12% pour la division Luxe & Lifestyle. Le groupe réitère ses perspectives à moyen terme telles que communiquées lors de sa Journée Investisseurs du 27 juin 2023 avec une croissance annuelle du RevPAR  (revenu par chambre disponible) entre 3% et 4%. Le groupe prévoit aussi une croissance de l'EBE entre 9% et 12% (CAGR 2023-27) et une conversion en Free Cash-flow récurrent supérieur à 55%.Au cours du premier trimestre 2024, Accor a réalisé un programme de rachat d'actions de 400 millions d'euros avec un effet relutif pour ses actionnaires à travers l'annulation de 3,9% de ses actions.""Au cours de ce premier trimestre, marqué par le retour du groupe au sein du CAC 40, Accor enregistre une nouvelle fois des performances solides avec une croissance du chiffre d'affaires dans toutes les régions, en particulier au Moyen-Orient et en Asie-Pacifique"", résume le PDG Sébastien Bazin. ""En continuant à combiner exigence et agilité opérationnelle, qualité d'exécution et discipline financière, nous sommes confiants dans notre capacité à poursuivre notre croissance, en ligne avec les objectifs que nous nous sommes fixés"", précise t-il.";positive
24;25/04/24 18:05;AC;Hôtellerie Restauration Tourisme;Accor: réitère ses perspectives à moyen terme;Pour le premier trimestre 2024, le Groupe enregistre un chiffre d'affaires de 1 236 millions d'euros en hausse de 8% à périmètre et change constants (pcc) par rapport au premier trimestre 2023. Le RevPAR est en hausse de 8% à PCC.Cette augmentation se décline en une hausse de 6% pour la division Premium, Milieu de Gamme et Économique et de 12% pour la division Luxe & Lifestyle.Premium, Milieu de Gamme & Économique a généré un chiffre d'affaires de 690 millions d'euros, en hausse de 6% à pcc par rapport au premier trimestre 2023.L'activité Management & Franchise (M&F) enregistre un chiffre d'affaires de 192 millions d'euros, en hausse de 14% à pcc.Le chiffre d'affaires des Services aux Propriétaires, qui inclut les activités de Ventes, Marketing, Distribution et Fidélisation, ainsi que les services partagés et les remboursements encourus pour le compte des hôtels, s'élève à 252 millions d'euros en baisse de -1% à pcc.Le Groupe réitère ses perspectives à moyen terme. Il vise une croissance annuelle du RevPAR entre 3% et 4% (CAGR 2023-27), une croissance annuelle moyenne du réseau entre 3% et 5% (CAGR 2023-27), une croissance du chiffre d'affaires M&F entre 6% et 10% (CAGR 2023-27) et une croissance de l'EBE entre 9% et 12% (CAGR 2023-27).;positive
25;25/04/24 15:54;AC;Hôtellerie Restauration Tourisme;Accor: BlackRock au-dessus de 5% du capital;BlackRock, agissant pour le compte de clients et de fonds, a déclaré à l'AMF avoir franchi en hausse, le 23 avril, le seuil de 5% du capital d'Accor et détenir, pour le compte desdits clients et fonds, 5,47% du capital et 4,58% des droits de vote.Le géant américain de la gestion d'actifs explique que ce franchissement de seuil résulte d'une acquisition d'actions Accor hors et sur le marché et d'une augmentation du nombre d'actions détenues à titre de collatéral.;positive
28;17/04/24 10:54;AC;Hôtellerie Restauration Tourisme;Accor: Oddo BHF remonte son objectif de cours;Oddo BHF réaffirme son opinion 'surperformance' sur Accor et remonte son objectif de cours de 46 à 48 euros, avant l'annonce d'un chiffre d'affaires de premier trimestre qu'il attend à 1197 millions d'euros, porté par une croissance solide du RevPAR (+7,2%).Selon le bureau d'études, Accor bénéficie de la poursuite du rebond hôtelier mondial, d'une situation financière solide et d'un potentiel de cessions d'actifs qui vont permettre un retour significatif aux actionnaires, ainsi que de la réorganisation par segment.Oddo BHF considère en outre que la valorisation actuelle offre encore de bons points d'entrée, à 11,6 fois en VE/EBITDA 2024, soit une décote de 30% sur les comparables américains et de 25% par rapport à son multiple historique 2018/2019.;positive
29;09/04/24 13:25;AC;Hôtellerie Restauration Tourisme;Accor: accord avec l'ADEME pour la transition écologique;Accor annonce avoir signé avec l'ADEME, l'agence française en charge de la transition écologique, un accord-cadre de trois ans (2024-2027) pour soutenir et accélérer la transition écologique des établissements sous enseigne du groupe hôtelier en France.Cet accord prévoit différents axes de travail avec des objectifs associés, qui couvriront par exemple la décarbonation des établissements, la mobilité durable, la réduction du gaspillage alimentaire ou encore l'adaptation au changement climatique. Pour chacun des axes de la convention, l'ADEME a nommé un référent expert qui suivra le dossier avec les équipes Accor. Une gouvernance de pilotage global sera mise en place et des aides pourront être apportées par l'ADEME afin de co-financer certains projets.;positive
30;09/04/24 10:35;AC;Hôtellerie Restauration Tourisme;Accor: objectif de cours rehaussé chez Stifel;Stifel réaffirme sa recommandation 'achat' sur Accor avec un objectif de cours rehaussé de 48 à 50 euros, sur la base d'estimations plus élevées pour la chaine hôtelière française à l'approche de son point d'activité du premier trimestre (25 avril).Le broker anticipe 'un fort début d'année, qui devrait rendre les attentes actuelles du consensus pour 2024 trop conservatrices, tout en confirmant les attentes d'une surperformance continue du RevPAR (revenu par chambre disponible) sur les pairs'.'Nous restons confiants à propos d'une dynamique positive soutenue au cours de l'année, conduisant finalement à un nouvel exercice de croissance à deux chiffres de l'EBITDA', ajoute Stifel, qui voit toujours le rapport risque-rendement attractif sur le titre.;positive
33;04/04/24 08:26;AC;Hôtellerie Restauration Tourisme;Accor prévoit l'ouverture de 9 hôtels en Inde en 2024;"La stratégie de croissance d’Accor pour 2024 en Inde inclut l’ouverture de six hôtels dans les segments premium, milieu de gamme et économique, et de trois hôtels luxe et lifestyle, qui enrichiront son portefeuille déjà diversifié, a indiqué le groupe hôtelier. Ce dernier a ajouté près de 1000 chambres en 2023 à son portefeuille indien grâce à l’ouverture du Novotel Mumbai International Airport, du Novotel Jaipur Convention Centre, du Novotel Jodhpur ITI Centre, du Grand Mercure Agra, de l’ibis Mumbai Thane et de l’ibis Styles Goa Vagator. Accor exploite actuellement 62 hôtels dans le pays.Sébastien Bazin, président-directeur général, Accor, a commenté : "" L'Inde occupe une place importante au sein de la stratégie mondiale de notre Groupe, car plus qu'un marché, ce territoire est source d'opportunités et de croissance. Accor est résolument impliqués dans ce pays dynamique et en pleine mutation, où chaque ouverture et signature d'hôtel témoigne de notre engagement et de notre volonté sans faille à contribuer à la prospérité de ce pays"".";positive
34;04/04/24 08:00;AC;Hôtellerie Restauration Tourisme;Accor: de nouvelles ouvertures prévues en Inde en 2024;Après une année 2023 faste en Inde, Accor annonce préparer d'autres ouvertures stratégiques en 2024, qui viendront consolider son rang parmi les principaux groupes hôteliers internationaux présents dans le pays (en nombre de chambres).L'année dernière, la chaine française a signé onze hôtels stratégiques, un record, et a inauguré six hôtels phares répartis dans tout le pays, lui permettant ainsi d'ajouter près de 1.000 chambres à son portefeuille local.Accor exploite actuellement un portefeuille diversifié de 62 hôtels en Inde, et sa stratégie de croissance pour 2024 inclut l'ouverture de six hôtels dans les segments premium, milieu de gamme et économique, ainsi que de trois hôtels luxe et lifestyle.;positive
35;25/03/24 15:42;AC;Hôtellerie Restauration Tourisme;Accor: Rubyrock Capital passe sous les 5% du capital;Rubyrock Capital Co Ltd, société contrôlée au plus haut niveau par JinJiang International Holdings, a déclaré à l'AMF avoir franchi en baisse, le 21 mars, le seuil de 5% du capital d'Accor, au résultat d'une cession d'actions sur le marché.Le déclarant a précisé détenir, par la suite de ce franchissement, 12.410.324 actions Accor représentant 23.788.648 droits de vote, soit 4,92% du capital et 7,57% des droits de vote de la chaine hôtelière française.;negative
36;22/03/24 17:56;AC;Hôtellerie Restauration Tourisme;Accor: BlackRock dépasse les 5% du capital;La société BlackRock agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en hausse, le 21 mars 2024, le seuil de 5% du capital de la société Accor et détenir, pour le compte desdits clients et fonds, 13 747 252 actions Accor représentant autant de droits de vote, soit 5,45% du capital et 4,38% des droits de vote de cette société.Ce franchissement de seuil résulte d'une acquisition d'actions Accor sur le marché et d'une augmentation du nombre d'actions Accor détenues à titre de collatéral.;positive
37;22/03/24 16:57;AC;Hôtellerie Restauration Tourisme;Accor: BlackRock dépasse les 5% du capital;La société BlackRock agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré avoir franchi en hausse, le 21 mars 2024, le seuil de 5% du capital de la société Accor et détenir, pour le compte desdits clients et fonds, 13 747 252 actions Accor représentant autant de droits de vote, soit 5,45% du capital et 4,38% des droits de vote de cette société.Ce franchissement de seuil résulte d'une acquisition d'actions Accor sur le marché et d'une augmentation du nombre d'actions Accor détenues à titre de collatéral.;positive
38;21/03/24 12:30;AC;Hôtellerie Restauration Tourisme;Accor: le titre surperforme, HSBC a relevé son objectif;L'action Accor s'inscrit en hausse jeudi à la Bourse de Paris après que HSBC a relevé de 45 à 49 euros son objectif de cours sur la valeur.A l'achat sur le titre, le courtier estime que le groupe hôtelier français est bien positionné, comme son concurrent britannique Whitbread, pour profiter des éléments porteurs du secteur, au moment où son titre continue de se traiter sur la base d'une décote vis-à-vis de ses comparables.A 12h15, l'action gagne environ 1%, alors que l'indice SBF 120 recule de 0,1%.;positive
39;15/03/24 12:48;AC;Hôtellerie Restauration Tourisme;Accor: BlackRock dépasse les 5% du capital;La société BlackRock agissant pour le compte de clients et de fonds dont elle assure la gestion, a déclaré à l'AMF voir franchi en hausse, le 13 mars 2024, le seuil de 5% du capital de la société Accor et détenir, pour le compte desdits clients et fonds,5,22% du capital et 4,19% des droits de vote de cette société.Ce franchissement de seuil résulte d'une acquisition d'actions Accor sur le marché et d'une augmentation du nombre d'actions Accor détenues à titre de collatéral.;positive
40;13/03/24 17:39;AC;Hôtellerie Restauration Tourisme;Accor: le titre monte, un analyste passe à l'achat;Le titre progresse de près de 2,5% en fin de journée alors que Jefferies relève son conseil de 'sous-performance' à 'achat' avec un objectif de cours rehaussé de 30 à 47 euros. L'analyste affiche désormais une préférence pour le titre par rapport à son pair britannique Intercontinental Hotels, dégradé à 'conserver'.Alors que la politique d'allocation du capital est selon lui passée à la 'simplification', le broker indique voir maintenant pour la chaîne hôtelière française 'une trajectoire de croissance et de rentabilité claire, et une clarté sur les rendements pour les actionnaires'. Jefferies estime que le titre à encore à progresser à mesure que l'écart de valorisation par rapport à Intercontinental Hotels se réduit, avec une décote en termes de VE/EBITDA de 30% contre 14% historiquement, malgré un environnement de RevPAR plus fort.;positive
41;13/03/24 15:10;AC;Hôtellerie Restauration Tourisme;Accor: Jefferies relève son conseil;Jefferies relève son conseil sur Accor de 'sous-performance' à 'achat' avec un objectif de cours rehaussé de 30 à 47 euros, affichant désormais une préférence pour le titre par rapport à son pair britannique Intercontinental Hotels, dégradé à 'conserver'.Alors que la politique d'allocation du capital est selon lui passée à la 'simplification', le broker indique voir maintenant pour la chaîne hôtelière française 'une trajectoire de croissance et de rentabilité claire, et une clarté sur les rendements pour les actionnaires'. Jefferies estime que le titre à encore à progresser à mesure que l'écart de valorisation par rapport à Intercontinental Hotels se réduit, avec une décote en termes de VE/EBITDA de 30% contre 14% historiquement, malgré un environnement de RevPAR plus fort.;positive
42;13/03/24 13:45;AC;Hôtellerie Restauration Tourisme;Accor: bien orienté avec un relèvement de broker;Accor gagne plus de 1% et surperforme ainsi la tendance à Paris, aidé par un relèvement de conseil chez Jefferies de 'sous-performance' à 'achat', avec un objectif de cours rehaussé de 30 à 47 euros, sur le titre de la chaine hôtelière française.Alors que la politique d'allocation du capital est selon lui passée à la 'simplification', le broker indique voir maintenant pour Accor 'une trajectoire de croissance et de rentabilité claire, et une clarté sur les rendements pour les actionnaires'.;positive
43;13/03/24 10:43;AC;Hôtellerie Restauration Tourisme;Accor: Jefferies passe à l'achat avec un objectif de cours relevé à 47 euros;"Jefferies passe de Sous-performance à Achat sur Accor avec un objectif de cours relevé de 30 à 47 euros. Le broker loue la ""trajectoire de croissance et de rentabilité claire"" du groupe hôtelier, et la ""clarté concernant le retour pour les actionnaires"". Jefferies remarque qu'Accor se négocie actuellement avec une décote de 30% en termes de valeur d’entreprise sur Ebitda par rapport à son concurrent britannique IHG (Intercontinental Hotels Group) contre 14% historiquement alors que son contexte de revenu par chambre disponible  (Revpar) est plus favorable.";positive
