date;ticker;sector;title;content;sentiment
14/02/25 01:00;SCHNEIDER ELECTRIC SE (SU);Electricité Electronique;Schneider Electric en négociations pour acquérir Preligens, spécialiste de l'intelligence artificielle pour 220 millions d'euros.;"SCHNEIDER ELECTRIC SE (SU), leader dans le domaine de l'énergie et de l'automatisation industrielle, annonce être en cours de discussions pour acquérir 100 % du capital de Preligens, un spécialiste de l'intelligence artificielle (IA) dédiée aux industries de l'énergie et de l'industrie 4.0. La valeur de Preligens est estimée à 220 millions d'euros. Cette acquisition représenterait pour SCHNEIDER ELECTRIC SE (SU) ""une opportunité unique d'ajouter à son offre des capacités IA à l'état de l'art, tout en accélérant la feuille de route de sa transformation digitale, en particulier celle appliquée à l'Industrie 4.0"".

 Fort de sa présence internationale, SCHNEIDER ELECTRIC SE (SU) soutiendrait également le développement de Preligens dans le monde, notamment sur le marché américain. Basée en France, Preligens a réalisé un chiffre d'affaires de 28 millions d'euros en 2023 et emploie 220 salariés, dont 140 ingénieurs pour le pôle recherche & développement. Fondée en 2016, Preligens propose des solutions éprouvées basées sur l'IA pour analyser les données industrielles complexes.

 L'acquisition de Preligens permettrait d'accélérer l'adoption de l'IA au sein du groupe, et ainsi optimiser notre agilité et notre efficacité. Avec de multiples applications, cet apport représenterait une étape majeure pour le développement de nos activités dans l'énergie et l'industrie 4.0, et nous permettrait également de déployer des méthodes d'inspection numérique pour renforcer la qualité et la sécurité des opérations industrielles. 

 Cette opération est soumise aux approbations réglementaires habituelles, ainsi qu'aux procédures applicables en termes d'information et de consultation des représentants du personnel de Preligens. Sa finalisation est attendue au troisième trimestre 2024.

 ""Nous sommes convaincus que l'acquisition de Preligens sera une étape importante pour notre entreprise, en nous permettant d'accroître notre expertise en matière d'intelligence artificielle et de renforcer notre positionnement sur le marché de l'énergie et de l'industrie 4.0"", déclare un porte-parole de SCHNEIDER ELECTRIC SE (SU).

 SCHNEIDER ELECTRIC SE (SU) a réalisé un chiffre d'affaires de 35,9 milliards d'euros en 2023 et emploie plus de 29 000 personnes dans le monde. Cette acquisition s'inscrit dans la stratégie de croissance et d'innovation du groupe, qui a déjà investi significativement dans la recherche et développement de solutions énergétiques et industrielles intelligentes.";positive
15/08/24 02:00;SCHNEIDER ELECTRIC SE (SU);Electricité Electronique;Schneider Electric prévoit un chiffre d'affaires stable pour 2024-25 malgré une baisse attendue au premier semestre.;SCHNEIDER ELECTRIC SE (SU) annonce prévoir pour l'exercice 2024-25 un chiffre d'affaires stable à périmètre et taux de change constants, avec un potentiel de hausse si l'activité dans le secteur de l'énergie se redresse plus tôt que prévu et avec un fort effet de saisonnalité au cours de l'exercice. Le chiffre d'affaires du premier semestre 2024-25 devrait baisser d'environ 15% en organique et en comparaison annuelle, avant un rebond au second semestre, compte tenu de la tendance actuelle observée dans les revenus annuels qui ont atteint 35,902 milliards d'euros en 2023-24. La marge d'EBITDA de l'exercice est attendue à environ 35%, similaire à celle de l'exercice précédent où la marge bénéficiaire a été solide malgré une baisse des revenus. Pour l'exercice 2023-24, SCHNEIDER ELECTRIC SE (SU) confirme prévoir un chiffre d'affaires en baisse d'environ 10% en organique, soit une performance légèrement inférieure aux 35,902 milliards d'euros de l'année précédente, mais une marge d'EBITDA d'environ 34% est maintenue, conformément aux indications données précédemment.;negative
24/10/24 02:00;AIR LIQUIDE (AI);Energie et Produits de base;"""AIR LIQUIDE et Dunkerque LNG remportent le soutien de l'UE pour le projet D'Artagnan de capture et exportation de CO2""";"AIR LIQUIDE annonce avec fierté que la Commission européenne a décidé de soutenir le projet D'Artagnan, une infrastructure innovante de transport et d'exportation de CO2, initié en partenariat avec Dunkerque LNG. Ce projet ambitieux vise à réduire significativement les émissions de gaz à effet de serre dans le bassin de Dunkerque.

Dans le cadre de ce projet, AIR LIQUIDE contribuera à la création d'une canalisation spécialisée pour le transport du CO2 depuis les sites de captage jusqu'à un terminal situé dans le port de Dunkerque. À partir de ce terminal, le CO2 sera liquéfié puis chargé sur des navires méthaniers pour être ensuite exporté.

Ce projet représente un investissement majeur estimé à plus de 400 millions d'euros. Il est remarquable de noter que D'Artagnan est le premier projet d'infrastructure de CO2 en France à bénéficier du soutien financier de l'Union Européenne. Dans le cadre du programme de financement CEF-E (Connecting Europe Facility - Energie), le projet est éligible à une subvention de plus de 160 millions d'euros, sous réserve de la réalisation effective du projet.

Cette initiative s'inscrit parfaitement dans la stratégie d'AIR LIQUIDE de réduire son empreinte carbone et de promouvoir des solutions énergétiques plus durables. En s'associant à Dunkerque LNG pour ce projet novateur, AIR LIQUIDE réaffirme son engagement en faveur de la transition énergétique et de la lutte contre le changement climatique.

Les résultats financiers récents d'AIR LIQUIDE, avec un chiffre d'affaires total de 27,058 milliards d'euros et un bénéfice net de 3,306 milliards d'euros au 31 décembre 2024, démontrent la solidité financière du groupe. Cette situation financière solide permet à AIR LIQUIDE d'investir dans des projets stratégiques tels que D'Artagnan, contribuant ainsi à un avenir plus durable.

AIR LIQUIDE est ravi de cette opportunité qui non seulement renforce sa position de leader dans le secteur des gaz industriels mais aussi illustre son rôle actif dans la réduction des émissions de CO2 et la promotion de pratiques énergétiques durables.";positive
07/02/25 01:00;AIR LIQUIDE (AI);Energie et Produits de base;La Bourse de Paris en baisse, plombée par les résultats décevants d'Air Liquide.;"La Bourse de Paris a terminé en baisse de 0,42% mercredi, à l'issue d'une séance marquée par la baisse du titre de AIR LIQUIDE dont les résultats ont été jugés décevants, malgré un bénéfice net record. L'indice vedette CAC40 a reculé de 32,15 points à 7.596,36 points. Mardi, il avait progressé de 0,65%, soutenu par un rebond surprise des commandes industrielles en Allemagne. La séance a été marquée par la nette baisse de AIR LIQUIDE qui a abandonné 3,50% à 542,52 euros.

Le géant français des gaz industriels a dégagé en 2023 un bénéfice net record de 3,3061 milliards d'euros, en hausse de 7,4% sur un an. Cette croissance est en trompe l'oeil car elle bénéficie d'une base de comparaison favorable par rapport au résultat de l'an dernier. Son bénéfice ajusté a ainsi reculé de 2,5% à 3,078 milliards d'euros, par rapport à 2022. Les résultats du quatrième trimestre sont par ailleurs ressortis légèrement en dessous des prévisions des analystes sondés par Bloomberg.

Sur le plan macroéconomique, ""il y a toujours une forme d'attentisme sur les marchés quant aux anticipations de politique monétaire"" des banques centrales, commente Nathalie Benatia, macroéconomiste de Bnp Paribas AM. ""L'élément le plus intéressant pour les économistes est l'interview d'Isabel Schnabel (membre du directoire de la Banque Centrale Européenne, NDLR) au Financial Times, qui veut convaincre les observateurs que la BCE ne baissera pas ses taux aussi vite"" qu'anticipé par les marchés, poursuit l'analyste. L'inflation encore vive dans le secteur des services, un marché du travail résilient et des tensions géopolitiques incitent à la prudence selon elle quant à une prochaine baisse de taux pourtant attendue par les marchés à l'horizon d'avril.

AIR LIQUIDE a annoncé par ailleurs qu'il envisage de réviser à la baisse ses prévisions de croissance pour 2024 en raison de conditions de marché plus difficiles que prévu. Le groupe a confirmé que son chiffre d'affaires 2023 s'est élevé à 27,058 milliards d'euros, en baisse de 2% par rapport à 2022.";negative
17/02/25 01:00;ESSILORLUXOTTICA (EL);Biens d'équipement domestique;ESSILORLUXOTTICA en baisse après une dégradation de HSBC, mais des perspectives à long terme toujours solides;"ESSILORLUXOTTICA (EL) accuse une baisse de 2,22% à 70,49 euros, l'une des plus fortes baisses du marché, suite à une dégradation de HSBC. Dans sa note d'analyse, la banque passe d'Acheter à Conserver sur le titre du lunettier franco-italien tout en abaissant son objectif de cours. ""Nous abaissons nos estimations de bénéfices pour l'exercice 2024-2025 de 2% en raison d'une marge EBIT plus faible que prévu l'année dernière"", explique la banque pour justifier son changement de recommandation. 

La visibilité et la croissance à court terme d'ESSILORLUXOTTICA sont un peu plus floues et les actions ont bien performé (en hausse depuis le plus bas) , mais HSBC s'attend à une meilleure croissance à moyen terme, alimentée par ses innovations produits constantes (myopie, verres transitions, aides auditives).

Concernant la croissance organique des ventes au premier trimestre 2024, HSBC pense que pour la multinationale, cette période pourrait être le trimestre le moins dynamique de l'année. La banque table ainsi sur une croissance organique de 4,9%,  et une hausse  à taux de change constant. 

En outre, ESSILORLUXOTTICA a tendance à n'augmenter les prix que par le biais du mix produit, mais il semble que l'entreprise procédera à un peu plus d'augmentations de prix pures cette année, qui devraient se concrétiser vers la fin du second trimestre 2024.

Outre cette dégradation de HSBC, ce mardi, ESSILORLUXOTTICA a annoncé de nouveaux développements dans son expansion stratégique, renforçant ainsi sa position sur le marché. Les investisseurs peuvent se réjouir de la dynamique positive à long terme de l'entreprise étant donné  ses derniers résultats solides avec  un chiffre d'affaires  TotalRevenue  de 26508000000.0  et  un  NetIncome  de 2359000000.0.";positive
02/03/25 01:00;ESSILORLUXOTTICA (EL);Biens d'équipement domestique;ESSILORLUXOTTICA : Chiffre d'affaires 2023 en baisse de 4,5% malgré une progression du bénéfice net.;ESSILORLUXOTTICA (EL) a annoncé un recul de son chiffre d'affaires global en 2023 de 4,5% à 25,31 milliards d'euros, malgré un bénéfice net qui continue de progresser. Ses ventes en Europe, qui représentent 40% du chiffre d'affaires, ont fléchi de 2,1% et celles à l'international de 6,3%. Un an plus tôt, l'entreprise avait déjà subi une baisse de 0,5% de son chiffre d'affaires, mais avait vu son bénéfice net augmenter de 15,5%. Les ventes de produits optiques, qui représentent 80% du chiffre d'affaires, ressortent en repli de 3,2% contre une baisse de près de 10% pour les ventes de produits de lunetterie. Avec 15 fermetures de magasins enregistrées durant l'année, ESSILORLUXOTTICA n'en compte plus que 850 en propre. L'entreprise est secouée comme l'ensemble du secteur de l'optique par la vague inflationniste qui a débuté en 2022. Le groupe présentera le 12 mars ses résultats annuels 2023 et son plan de transformation moyen-terme. Cette annonce pourrait impacter le cours de l'action qui est actuellement à 79,17 €, après avoir atteint des niveaux de bénéfice net records ces dernières années, notamment avec un bénéfice net de 2,359 milliards d'euros en 2024, selon les derniers chiffres disponibles.;negative
08/01/25 01:00;BNP PARIBAS (BNP);Banque;BNP Paribas cède sa filiale de services bancaires en ligne pour se recentrer sur son cœur de métier.;"BNP Paribas a conclu un accord exclusif avec le groupe danois Ageras en vue de céder sa filiale de services bancaires en ligne pour les entrepreneurs et les indépendants. En Bourse, l’action de la banque perd 0,85% à 519,25 euros au sein d’un secteur en légère progression à Paris. Aucun détail financier n’a été donné à propos de cette transaction. BNP Paribas avait développé cette activité en interne ces dernières années pour répondre aux besoins croissants des professionnels.

Ce projet de cession participe à la simplification de BNP Paribas "", a expliqué le groupe bancaire. "" Il permet au groupe de se recentrer sur son réseau de banque de détail en France, ainsi que sur les services bancaires spécialisés, pour continuer à se développer sur le segment de clientèle des professionnels et améliorer sa performance financière "". La finalisation du projet est attendue au premier semestre 2025.

La feuille de route stratégique de BNP Paribas, présentée en 2023, vise "" à façonner un modèle simplifié, plus synergétique et performant tout en renforçant le capital du groupe "". Avec des revenus annuels de 65,87 milliards d'euros en 2024 et un bénéfice net de 11,688 milliards d'euros, BNP Paribas est confiant dans sa capacité à renforcer son ratio de solvabilité et à poursuivre sa trajectoire de croissance.

En parallèle, BNP Paribas a récemment annoncé plusieurs initiatives pour adapter son offre aux besoins changeants de ses clients, notamment dans le domaine de la banque en ligne et des services bancaires spécialisés. Cette cession s’inscrit dans la stratégie du groupe de se concentrer sur ses activités cœur et de renforcer sa position sur le marché.";positive
02/03/25 01:00;BNP PARIBAS (BNP);Banque;"""BNP Paribas : Résultats du quatrième trimestre inférieurs aux attentes, impactés par des provisions extraordinaires""";BNP PARIBAS annonce des résultats du quatrième trimestre inférieurs aux attentes, avec un résultat net part du groupe de 1,169 milliards d'euros, en baisse de 50% par rapport au consensus de 2,34 milliards d'euros. Cette contre-performance est principalement due à des éléments extraordinaires négatifs, notamment des provisions extraordinaires pour litiges liées aux portefeuilles de prêts hypothécaires de Personal Finance et de la Pologne, qui s'élèvent respectivement à 320 millions d'euros et 221 millions d'euros. Le résultat brut d'exploitation a reculé de 8,8% à 3,486 milliards d'euros, tandis que le coût du risque a augmenté de 39,4% à -972 millions d'euros. Le produit net bancaire a augmenté de 0,1% à 11,43 milliards d'euros, mais les frais de gestion ont progressé de 4,2%. La banque a annoncé un dividende 2023 de 4,81 euros en numéraire, en hausse de 18%, et un programme de rachat d'actions de 1,05 milliard d'euros en 2024. Le ratio de fonds propres durs (CET1) de BNP PARIBAS s'établit à 13,2% en hausse de 90 points de base sur l'année. Concernant les perspectives, la banque prévoit une rentabilité sur capitaux propres tangibles (ROTE) à horizon 2025 entre 11,5% et 12%, mais vise un ROTE de 12% dès 2026.;negative
09/05/24 02:00;KERING (KER);Textile Habillement Accessoires;Oddo BHF ajuste à la hausse son objectif de cours pour KERING à 509,77 €, anticipant une croissance organique de 8% en 2025.;Oddo BHF maintient une analyse positive sur KERING avec un objectif de cours ajusté à 509,77 €, reflétant une révision à la hausse des estimations et des conditions de marché plus favorables. Pour rappel, KERING a publié des revenus annuels de 17 194 millions d'euros en 2024, affichant une croissance qui démontre la solidité de son positionnement sur le marché. L'EBIT 2024 ressort à 1 133 millions d'euros, avec une marge de 6,6% qui témoigne d'une performance opérationnelle solide. Nos prévisions initiales de revenus et d'EBIT 2024 étaient respectivement de 16 860 millions d'euros et de 1 050 millions d'euros. Dans ce contexte, Oddo BHF révise à la hausse sa prévision de croissance organique pour 2025, attendue à 8%, et ajuste en conséquence ses prévisions d'EBIT, anticipant désormais une marge d'EBIT de 7,1% pour 2025. Cette révision implique une augmentation de 5% des prévisions d'EBIT pour 2025.;positive
08/12/24 01:00;KERING (KER);Textile Habillement Accessoires;Oddo BHF maintient une note 'neutre' sur Kering avec un objectif de cours abaissé à 412 euros.;Oddo BHF confirme sa note 'neutre' sur le titre Kering avec un objectif de cours abaissé de 423 à 412 euros. Hier, le groupe de luxe a publié un chiffre d'affaires 2023 à 19 566 millions d'euros, soit -2% en organique et un EBIT à 4 746 millions d'euros, soit une marge à 24,3% (vs 27,5% pour 2022). 'Nous tablions sur respectivement 19 416 millions d'euros et 4 843 millions d'euros (marge à 24,9%)', rappelle Oddo BHF qui évoque un chiffre d'affaires au 4e trimestre 'terne mais sous contrôle', à -4% tcc. L'analyste indique avoir légèrement ajusté à la baisse sa prévision de croissance organique groupe, passant de 3,8% à 3,2% sur 2024. Pour 2025, notre prévision de chiffre d'affaires groupe reflète une croissance organique de 6,8% (inchangée) avec une marge d'EBIT qui remonte à 23,4% (vs 25,2% préc). Le broker rapporte que Kering table sur une baisse de l'EBIT 2024 au vu des efforts entrepris pour soutenir et relancer les marques et notamment Gucci que Oddo BHF juge 'toujours en transition'. Oddo BHF évoque ainsi un ajustement significatif de prévisions EBIT à -8% pour 2024 et -7% pour 2025, alors que les derniers revenus annuels de Kering étaient de 19 566 millions d'euros en 2023 et 17 194 millions d'euros en 2024, avec des bénéfices nets de 2 983 millions d'euros en 2023 et 1 133 millions d'euros en 2024.;negative
08/12/24 01:00;VINCI (DG);BTP Génie Civil;"""VINCI affiche des résultats 2023 en forte hausse et optimise son dividende""";"VINCI (DG) a dévoilé des résultats 2023 en forte amélioration. Le groupe de construction et de services affiche un bénéfice net de 4,863 milliards d’euros contre 4,702 milliards d’euros en 2022. Le résultat opérationnel courant a progressé de 10,2% à 7,278 milliards d’euros, soit une marge opérationnelle courante de 10% contre 9,5% en 2022. Le chiffre d’affaires a progressé de 4,2% à périmètre comparable à 69,885 milliards d’euros. La trésorerie nette d’endettement atteint 12,1 milliards d’euros contre 9,5 milliards d’euros fin 2022.

Le Conseil d'administration proposera à l'assemblée générale annuelle qui se tiendra le 5 juin prochain de distribuer un dividende au titre de l'exercice 2023, reflétant la confiance du groupe dans sa capacité à générer des flux de trésorerie solides et stables.

Compte tenu de l'évolution du marché à fin février, VINCI anticipe une croissance modérée de sa production 2024, dans la continuité des tendances observées en 2023. Les efforts d'optimisation de la structure de coûts se poursuivent et devraient contribuer à une rentabilité opérationnelle maintenue autour de 10% du chiffre d'affaires de l'exercice.";positive
13/09/25 02:00;VINCI (DG);BTP Génie Civil;La Cour de cassation confirme la sanction contre Bloomberg dans l'affaire du faux communiqué de presse VINCI.;"La Cour de cassation a rejeté le pourvoi de Bloomberg dans l'affaire du faux communiqué de presse concernant VINCI (DG), notre entreprise. En novembre 2016, Bloomberg avait diffusé une information erronée en relayant la teneur d'un faux communiqué de presse nous concernant, provoquant une chute de notre cours de 18,28 % avant une récupération partielle.

Cette affaire avait déjà donné lieu à une sanction de 5 millions d'euros de la part de l'Autorité des marchés financiers (AMF), ramenée à 3 millions d'euros en 2021 par la cour d'appel de Paris. La Cour de cassation a confirmé cette sanction, estimant que Bloomberg n'avait pas respecté les règles de sa profession en diffusant cette information sans vérification suffisante.

Nous avons évalué le préjudice subi à 6,5 millions d'euros pour les investisseurs. Notre cours de clôture avait fini par baisser de 3,78 % ce jour-là. Nos états financiers pour les dernières années montrent que notre chiffre d'affaires a continué de progresser (50,23 milliards d'euros en 2021, 62,51 milliards en 2022, 69,88 milliards en 2023 et 72,77 milliards en 2024) malgré cet événement.

Notre résultat net a également poursuivi sa croissance (2,597 milliards en 2021, 4,259 milliards en 2022, 4,702 milliards en 2023 et 4,863 milliards en 2024). Nous sommes satisfaits que cette affaire soit désormais close et nous nous concentrons sur notre activité, avec un cours actuel de 175,12 euros.";negative
13/05/25 02:00;AXA (CS);Banque;AXA atteint un nouveau record annuel à 730,00 €, vers un record absolu ?;AXA (CS) est embarqué dans un funiculaire haussier de 5 semaines : le titre teste 730,00 €, nouveau record annuel et meilleure marque depuis la clôture record du 13/02/2023 (729,50 €). AXA (CS) surpasse le zénith des 724,50 € du 27/02/2023 et va tenter d'établir un nouveau record absolu, au-delà des 735,00 € (en intraday le 10 février 2022 puis 730,50 € en clôture).;positive
23/12/24 01:00;AXA (CS);Banque;"""AXA prévoit de supprimer 900 postes en France pour atteindre 1,7 milliard d'euros d'économies d'ici 2026""";"Trois jours avant la publication de ses résultats annuels, AXA (CS) a dévoilé un projet de réorganisation de son siège en France qui va entraîner la suppression de 900 postes, soit environ 5% des effectifs du siège. En Bourse, l’action d'AXA (CS) perd 2,01% à 880,42 euros. A l’occasion de la présentation de son plan stratégique en septembre, qui avait été fraichement accueilli, le directeur général avait annoncé environ 1,7 milliard d'euros d’économies à horizon 2026, dont 700 millions d’euros d’économies additionnelles. 

Ce projet de réorganisation, qui ""constituerait une étape importante dans la réalisation des économies additionnelles envisagées"", vise à ""simplifier son fonctionnement et à améliorer structurellement son efficacité opérationnelle"". AXA (CS) souhaite ""regrouper et mutualiser certaines activités et fonctions"" et ""supprimer des strates hiérarchiques pour alléger les processus de décision"". 

Ces réductions de coûts doivent permettre la baisse du coefficient d'exploitation - mesure l'efficacité opérationnelle de la société - à moins de 60% en 2026 contre un coefficient d'exploitation 2023 de  94.1% ( 86.015.000.000 / 91.483.000.000 ). Elle précise qu'elle déploiera ""l'ensemble des mesures d'accompagnement en vigueur dans son pacte social au travers de mobilités internes, de transitions d'activité ou de départs volontaires"". 

Le groupe AXA emploie  près de  49 000  salariés  dans le monde selon son  rapport  annuel  2023 . Ce dossier de réorganisation est soumis ce jour à la consultation des instances représentatives du personnel, dont l'issue est prévue au deuxième trimestre 2024. AXA (CS) publiera ses résultats annuels ce jeudi 8 février.";negative
26/01/25 01:00;SAFRAN (SAF);Electricité Electronique;SAFRAN et Exail Technologies s'associent pour révolutionner la connectivité en cabine avec le WIZY-WAP.;SAFRAN annonce avoir signé avec Exail Technologies un premier partenariat pour le WIZY-WAP, équipement de communication embarqué de dernière génération, partenariat qui devrait générer, à terme, un chiffre d'affaires annuel de plusieurs millions d'euros. Exail a sélectionné SAFRAN pour intégrer cette nouvelle solution dans son système de connectivité en cabine pour l'aviation commerciale. Le WIZY-WAP sera intégré à la fois dans les nouveaux aéronefs et pour le rétrofit de la flotte actuelle de SAFRAN. Ce partenariat est une nouvelle étape dans le développement de la gamme de produits de connectivité de SAFRAN, qui a déjà contribué à une augmentation significative du chiffre d'affaires de l'entreprise, passant de 15 133 millions d'euros en 2021 à 23 651 millions d'euros en 2023. Cette croissance financière témoigne de la dynamique positive du groupe, qui a également renoué avec les bénéfices en 2023, affichant un bénéfice net de 3 444 millions d'euros, après une perte de 2 459 millions d'euros en 2022. Ce partenariat stratégique renforce la position de SAFRAN sur le marché de l'aviation commerciale et confirme son engagement à proposer des solutions innovantes et performantes à ses clients.;positive
27/08/24 02:00;SAFRAN (SAF);Electricité Electronique;SAFRAN dévisse de 8,12% après des guidances décevantes pour 2024-2025 !;"Plus forte baisse de l'indice SBF120, SAFRAN dévisse de 8,12% à 496,99 euros après avoir dévoilé ses guidances pour l'exercice 2024-2025. ""Ces dernières se révèlent très décevantes, décalant à nouveau la reprise du marché"", commente Invest Securities. SAFRAN prévoit que le chiffre d’affaires 2024-2025 soit en légère hausse de 2% à périmètre et taux de change constants, pour atteindre environ 24 milliards d'euros, ""avec un potentiel de hausse si l’activité aéronautique se redresse plus tôt que prévu et avec un fort effet de saisonnalité au cours de l’exercice"". 

Dans le détail, le chiffre d'affaires du premier semestre devrait baisser d'environ 5% à périmètre et changes constants, avec un point bas attendu au 1er trimestre 2024-2025 en raison de retards dans les livraisons de certains composants. Le fabricant de composants aéronautiques anticipe ensuite un rebond du chiffre d'affaires au second semestre, notamment ""porté par la fin de la correction des stocks dans les fonderies et une activité commerciale soutenue"".

La marge d'Ebitda de l'exercice 2024-2025 est attendue à environ 27%, en baisse par rapport à celle de l'exercice précédent. SAFRAN a confirmé attendre pour l'exercice 2023-2024 un chiffre d'affaires en hausse d'environ 13% à périmètre et taux de change constants, pour atteindre environ 23,65 milliards d'euros, et une marge d'Ebitda d'environ 29%, conformément aux indications données le 7 février dernier, malgré une perte nette de 2,46 milliards d'euros en 2022-2023. Les résultats 2023-2024 seront publiés le 22 mai prochain.";negative
19/05/25 02:00;PERNOD RICARD (RI);Agroalimentaire;"""Wellington Management Group dépasse les 5% du capital de Pernod Ricard, signe de confiance dans l'avenir de l'entreprise""";Wellington Management Group, agissant pour le compte de fonds et de clients, a déclaré à l'AMF avoir franchi en hausse, le 15 février 2024, le seuil de 5% du capital de Pernod Ricard (RI), et détenir, pour le compte desdits fonds et clients, 5,05% du capital et 4,22% des droits de vote de cette société. Ce franchissement de seuil résulte d'une acquisition d'actions Pernod Ricard (RI) sur le marché, témoignant de la confiance des investisseurs dans la solidité financière et les perspectives de croissance de l'entreprise, qui a récemment publié des résultats solides avec un chiffre d'affaires total de 11,598 milliards d'euros et un bénéfice net de 1,476 milliard d'euros au 30 juin 2024. Cette participation accrue de Wellington Management Group reflète une vision positive de l'avenir de Pernod Ricard (RI), dont les actions sont actuellement cotées à 330,97 euros.;positive
15/11/24 01:00;PERNOD RICARD (RI);Agroalimentaire;Pernod Ricard : chiffre d'affaires en baisse de 1% au troisième trimestre, objectifs financiers ajustés à la baisse;"Pernod Ricard a annoncé un chiffre d'affaires en baisse de 1% en données comparables pour son troisième trimestre, s'établissant à 2,9 milliards d'euros, soit une baisse de 116 millions d'euros par rapport à la même période de l'année précédente. ""La pression sur la consommation dans la zone Europe, ainsi que dans certaines régions de l'Amérique et de l'Asie, a entraîné une baisse des volumes vendus au cours de la période, particulièrement marquée dans la grande distribution, tant pour nos marques que pour les marques de distributeurs"", a indiqué le groupe dans un communiqué. Dans ce contexte, Pernod Ricard ajuste à la baisse son objectif de croissance du chiffre d'affaires pour l'année, le ramenant entre 2% et 3%, contre une prévision initiale de 5%. Toutefois, le groupe confirme son objectif de progression du résultat opérationnel courant, qui devrait augmenter d'environ 10%, en ligne avec les attentes du marché. Cette révision à la baisse de ses objectifs financiers reflète les défis auxquels Pernod Ricard est confronté dans un environnement économique difficile.";negative
06/11/24 01:00;DASSAULT SYSTÈMES SE (DSY);Services informatiques;DASSAULT SYSTÈMES SE renforce son infrastructure de cloud computing en Île-de-France avec une nouvelle région de disponibilité.;"DASSAULT SYSTÈMES SE annonce le lancement d'une nouvelle région de disponibilité en Île-de-France, renforçant ainsi son infrastructure de cloud computing pour offrir une présence robuste dans trois datacenters géographiquement proches, garantissant résilience et faibles temps de latence. Cette implantation stratégique, située à proximité de Paris, permet à DASSAULT SYSTÈMES SE de proposer à ses clients une solution leur permettant de bénéficier de données répliquées pour un basculement quasi instantané ou bien distribuées pour une mise à l'échelle, offrant ainsi une résilience accrue.

Cette initiative s'inscrit dans la continuité de notre stratégie d'expansion et de diversification de nos offres de cloud, alors que de nouvelles régions devraient être déployées dans les prochaines années. Nous sommes convaincus que ce développement nous permettra de répondre toujours mieux aux besoins de nos clients et de renforcer notre position sur le marché.

Avec un chiffre d'affaires de 6,21 milliards d'euros en 2024 et un bénéfice net de 1,20 milliard d'euros, DASSAULT SYSTÈMES SE dispose des ressources nécessaires pour investir dans des initiatives stratégiques telles que celle-ci, renforçant ainsi son leadership dans le secteur du logiciel et du cloud computing.";positive
02/06/24 02:00;DASSAULT SYSTÈMES SE (DSY);Services informatiques;"""DSY s'effondre de 30% en 48 heures, les investisseurs inquiets face à une possible augmentation de capital ultra-dilutive""";Les investisseurs réagissent très négativement aux 2 propositions révisées de restructuration financière, de DSY associé à un certain nombre d'investisseurs d'une part, et d'un consortium composé de certains actionnaires actuels et potentiels d'autre part. Dassault Systèmes SE qui dévisse de -16% enfonce son 'plus bas absolu' des 275,5 € du 21 et 25 mars et s'effondre de -30% en 48H, sous les 232 €, vers un nouveau 'plus bas' de 218 €, ce qui semble intégrer la perspective d'une augmentation de capital ultra-dilutive. Et la séance n'est pas terminée : une division par 2 en moins de 1 mois par rapport au récent zénith des 390 €/395 € ne saurait être exclue, soit un objectif de 165,625 €/182,5 €, étant donné que son revenu net a augmenté de 55% en 4 ans, les investisseurs s'inquiètent de voir ce titre atteindre de tels seuils alors que son CA n'a 'que' progressé de 28% sur la même période.;negative
03/08/25 02:00;STELLANTIS N.V. (STLAM);Automobile;"""UBS passe à 'neutre' sur Stellantis et relève son objectif de cours à 300 euros""";"UBS a annoncé vendredi être passé à une opinion 'neutre' sur le titre Stellantis, contre un conseil 'vendre' auparavant, avec un objectif de cours rehaussé de 31 à 50 euros, soit une cible ajustée à 300 euros, sur la base de nos projections internes de croissance, prenant en compte les multiples actuels du secteur. Le broker explique qu'après l'annulation de certains projets et l'enquête diligentée par Bruxelles sur les voitures électriques chinoises, il envisage des redistributions 'séduisantes' de liquidités à destination des actionnaires.

D'après ses calculs, Stellantis devrait être l'un des groupes du secteur à afficher une bonne dynamique financière cette année, avec des revenus qui se sont élevés à 156,878 milliards d'euros au dernier exercice. Notons que le bénéfice net de l'entreprise s'est élevé à 5,473 milliards d'euros sur la même période. 

'Après un premier trimestre solide, nous nous montrons plus confiants quant à la capacité de Stellantis d'atteindre ses objectifs financiers cette année', souligne-t-il. Seule réserve selon lui, le courtier redoute que certaines orientations stratégiques - qui ne visent pas l'équilibre opérationnel avant l'an prochain - freine de possibles retours aux actionnaires. Le titre de Stellantis s'échangeait à 245,45 euros à l'ouverture de la séance boursière.";positive
